Account,LEI,MemberID,Member Mnemonic,Firmcode,Market Source,Settles In,Settlement Code,Settlement Type,Settlement Provider,Market Making,TradingNotesMember
Citadel Securities (Europe) Limited,549300WTVI4KO4GEJN54,CITGUS44DGE,CDGE,61,Off Book trading,Euroclear Bank,91805,Settlement-Agent,Merrill Lynch International,False,
Citadel Securities (Europe) Limited,549300WTVI4KO4GEJN54,CITGUS44DGE,CDGE,61,Off Book trading,CREST,FNMAY,Settlement-Agent,Merrill Lynch International,False,
Citadel Securities GCS (Ireland) Limited,549300J11TNGTWCC3R56,CSGIIE31,CSGI,454,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,24288,Settlement-Agent,BofA Securities Europe SA,False,
Citadel Securities GCS (Ireland) Limited,549300J11TNGTWCC3R56,CSGIIE31,CSGI,454,International Order Book,Euroclear Bank,24288,Settlement-Agent,BofA Securities Europe SA,False,
Citadel Securities GCS (Ireland) Limited,549300J11TNGTWCC3R56,CSGIIE31,CSGI,454,SETS Order Book,CREST,NDUAG,Settlement-Agent,BofA Securities Europe SA,False,
Citadel Securities GCS (Ireland) Limited,549300J11TNGTWCC3R56,CSGIIE31,CSGI,454,Off Book trading,Euroclear Bank,24288,Settlement-Agent,BofA Securities Europe SA,False,
Citadel Securities GCS (Ireland) Limited,549300J11TNGTWCC3R56,CSGIIE31,CSGI,454,Off Book trading,CREST,NDUAG,Settlement-Agent,BofA Securities Europe SA,False,
Citigroup Global Markets Limited,XKZZ2JZF41MRHTR1V493,SBILGB2L,SBIL,644,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,90895,Self-Settlement,Citigroup Global Markets Limited,Yes,GEMM - IL GEMM - Ring Fenced Membership - UK Securities
Citigroup Global Markets Limited,XKZZ2JZF41MRHTR1V493,SBILGB2L,SBIL,644,International Order Book,Euroclear Bank,90895,Self-Settlement,Citigroup Global Markets Limited,Yes,GEMM - IL GEMM - Ring Fenced Membership - UK Securities
Citigroup Global Markets Limited,XKZZ2JZF41MRHTR1V493,SBILGB2L,SBIL,644,SETS Order Book,CREST,9SMAY,Self-Settlement,Citigroup Global Markets Limited,Yes,GEMM - IL GEMM - Ring Fenced Membership - UK Securities
Citigroup Global Markets Limited,XKZZ2JZF41MRHTR1V493,SBILGB2L,SBIL,644,Off Book trading,CREST,7946,Self-Settlement,Citigroup Global Markets Limited,Yes,GEMM - IL GEMM - Ring Fenced Membership - UK Securities
Citigroup Global Markets Limited,XKZZ2JZF41MRHTR1V493,SBILGB2L,SBIL,644,Off Book trading,Euroclear Bank,90895,Self-Settlement,Citigroup Global Markets Limited,Yes,GEMM - IL GEMM - Ring Fenced Membership - UK Securities
Citigroup Global Markets Limited,XKZZ2JZF41MRHTR1V493,SBILGB2L,SBIL,644,Off Book trading,CREST,9SMAY,Self-Settlement,Citigroup Global Markets Limited,Yes,GEMM - IL GEMM - Ring Fenced Membership - UK Securities
Clear Capital Markets Ltd,213800WIYDZUOR5GQ424,CLCGCCMGHCL,CLCG,643,Off Book trading,CREST,872,Settlement-Agent,GHC Capital Markets Limited,False,
Clear Capital Markets Ltd,213800WIYDZUOR5GQ424,CLCMGB22,CLCM,643,Off Book trading,CREST,091,Settlement-Agent,James Brearley & Sons Limited,False,
CLSA (UK),213800VZMAGVIU2IJA72,CLSAGB21,CLSA,422,International Order Book,Euroclear Bank,23938,Self-Settlement,CLSA (UK),False,
CLSA (UK),213800VZMAGVIU2IJA72,CLSAGB21,CLSA,422,SETS Order Book,CREST,FACBA,Settlement-Agent,Citibank N.A.,False,
CLSA (UK),213800VZMAGVIU2IJA72,CLSAGB21,CLSA,422,Off Book trading,DTCC,205249,Self-Settlement,CLSA (UK),False,
CLSA (UK),213800VZMAGVIU2IJA72,CLSAGB21,CLSA,422,Off Book trading,Euroclear Bank,23938,Self-Settlement,CLSA (UK),False,
CLSA (UK),213800VZMAGVIU2IJA72,CLSAGB21,CLSA,422,Off Book trading,CREST,FACBA,Settlement-Agent,Citibank N.A.,False,
CMC Markets UK plc,213800IU529ADVZ1GL50,CMCKGB2L,CMCX,673,Off Book trading,CREST,598,Settlement-Agent,Barclays Capital Securities Limited,False,
Cooperatieve Rabobank U.A.,DG3RU1DBUFHT4ZF9WN62,RABONL2URSA,RBNL,975,Off Book trading,CREST,2NQAQ,Settlement-Agent,Citibank N.A.,False,
Cooperatieve Rabobank U.A.,DG3RU1DBUFHT4ZF9WN62,RABONL2URSA,RBNL,975,Off Book trading,CREST,KASGB,Settlement-Agent,Citibank N.A.,False,
Cooperatieve Rabobank U.A.,DG3RU1DBUFHT4ZF9WN62,REBANL21,RABO,889,Off Book trading,CREST,9FOAD,Settlement-Agent,Citibank N.A.,False,
Cooperatieve Rabobank U.A.,DG3RU1DBUFHT4ZF9WN62,REBANL2A,RABS,975,Off Book trading,CREST,2NQAQ,Settlement-Agent,Citibank N.A.,False,
Cooperatieve Rabobank U.A.,DG3RU1DBUFHT4ZF9WN62,REBANL2A,RABS,975,Off Book trading,CREST,KASGB,Settlement-Agent,Citibank N.A.,False,
Cooperatieve Rabobank U.A.,DG3RU1DBUFHT4ZF9WN62,REBANL2ADAM,RDAM,975,SETS Order Book,CREST,2NQAQ,Settlement-Agent,Citibank N.A.,False,
Cooperatieve Rabobank U.A.,DG3RU1DBUFHT4ZF9WN62,REBANL2ADAM,RDAM,975,Off Book trading,CREST,2NQAQ,Settlement-Agent,KAS Bank N.V.,False,
Cooperatieve Rabobank U.A.,DG3RU1DBUFHT4ZF9WN62,REBANL2ADAM,RDAM,975,Off Book trading,Euroclear Bank,90023,Settlement-Agent,KAS Bank N.V.,False,
Cooperatieve Rabobank U.A.,DG3RU1DBUFHT4ZF9WN62,REBANL2ADAM,RDAM,975,Off Book trading,DTCC,902,Settlement-Agent,KAS Bank N.V.,False,
Credo Capital Limited,213800NP668Y18LISX10,CRCIGB21,CRED,957,Off Book trading,CREST,601,Model-B,Pershing Securities Limited,False,
Credo Capital Limited,213800NP668Y18LISX10,CRCIGB21,CRED,957,Off Book trading,Euroclear Bank,91932,Model-B,Pershing Securities Limited,False,
Credo Capital Limited,213800NP668Y18LISX10,CRCISG21,CRSG,957,Off Book trading,DTCC,010,Settlement-Agent,Societe Generale,False,
Credo Capital Limited,213800NP668Y18LISX10,CRCISG21,CRSG,957,Off Book trading,CREST,IHUAG,Settlement-Agent,Societe Generale,False,
Credo Capital Limited,213800NP668Y18LISX10,CRCPCI21,CPCI,957,Off Book trading,Euroclear Bank,40571,Settlement-Agent,Pershing (Channel Islands) Limited,False,
Credo Capital Limited,213800NP668Y18LISX10,CRCPCI21,CPCI,957,Off Book trading,DTCC,443,Settlement-Agent,Pershing (Channel Islands) Limited,False,
Credo Capital Limited,213800NP668Y18LISX10,CRCPCI21,CPCI,957,Off Book trading,CREST,GKQAQ,Settlement-Agent,Pershing (Channel Islands) Limited,False,
Credo Capital Limited,213800NP668Y18LISX10,CRCRBC21,CRBC,957,Off Book trading,CREST,11XHX,Settlement-Agent,Royal Bank of Canada (Channel Islands) Ltd,False,
Credo Capital Limited,213800NP668Y18LISX10,CRCRBC21,CRBC,957,Off Book trading,DTCC,901,Settlement-Agent,Royal Bank of Canada (Channel Islands) Ltd,False,
Daiwa Capital Markets Europe Limited,MIM2K09LFYD4IB163W58,DAILGB2LBIC,DAIW,180,Off Book trading,CREST,180,Self-Settlement,Daiwa Capital Markets Europe Limited,False,
Daiwa Capital Markets Europe Limited,MIM2K09LFYD4IB163W58,DAILGB2LBIC,DAIW,180,Off Book trading,Euroclear Bank,97053,Self-Settlement,Daiwa Capital Markets Europe Limited,False,
Daiwa Capital Markets Europe Limited,MIM2K09LFYD4IB163W58,DEFLGB22XXX,DAIS,180,Off Book trading,CREST,180,Self-Settlement,Daiwa Capital Markets Europe Limited,False,
Daiwa Capital Markets Europe Limited,MIM2K09LFYD4IB163W58,DEFLGB22XXX,DAIS,180,Off Book trading,DTCC,647,Self-Settlement,Daiwa Capital Markets Europe Limited,False,
Daiwa Capital Markets Europe Limited,MIM2K09LFYD4IB163W58,DEFLGB22XXX,DAIS,180,Off Book trading,Euroclear Bank,97053,Self-Settlement,Daiwa Capital Markets Europe Limited,False,
Deutsche Bank AG London Branch,7LTWFZYICNSX8D621K86,DEUTGB2L,DEUT,201,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,94934,Self-Settlement,Deutsche Bank AG London Branch,False,"GEMM - IL GEMM - Fixed Interest, - UK Securities"
Deutsche Bank AG London Branch,7LTWFZYICNSX8D621K86,DEUTGB2L,DEUT,201,SETS Order Book,CREST,201,Self-Settlement,Deutsche Bank AG London Branch,False,"GEMM - IL GEMM - Fixed Interest, - UK Securities"
Deutsche Bank AG London Branch,7LTWFZYICNSX8D621K86,DEUTGB2L,DEUT,201,Off Book trading,CREST,201,Self-Settlement,Deutsche Bank AG London Branch,False,"GEMM - IL GEMM - Fixed Interest, - UK Securities"
Deutsche Bank AG London Branch,7LTWFZYICNSX8D621K86,DEUTGB2L,DEUT,201,Off Book trading,CREST,7907,Self-Settlement,Deutsche Bank AG London Branch,False,"GEMM - IL GEMM - Fixed Interest, - UK Securities"
Deutsche Bank AG London Branch,7LTWFZYICNSX8D621K86,DEUTGB2L,DEUT,201,Off Book trading,Euroclear Bank,94934,Self-Settlement,Deutsche Bank AG London Branch,False,"GEMM - IL GEMM - Fixed Interest, - UK Securities"
Dinosaur Merchant Bank Limited,213800WDBCP28M4C9E37,DMBLGB2L,DMBL,480,Off Book trading,Euroclear Bank,14212,Settlement-Agent,Caceis Bank SA,False,
Dinosaur Merchant Bank Limited,213800WDBCP28M4C9E37,DMBLGB2L,DMBL,480,Off Book trading,Euroclear Bank,25342,Settlement-Agent,Nomura International plc,False,
Dinosaur Merchant Bank Limited,213800WDBCP28M4C9E37,DMBLGB2L,DMBL,480,Off Book trading,CREST,5TMAY,Settlement-Agent,Nomura International plc,False,
Dinosaur Merchant Bank Limited,213800WDBCP28M4C9E37,DMBLGB2L,DMBL,480,Off Book trading,CREST,BH01,Settlement-Agent,Caceis Bank SA,False,
Dinosaur Merchant Bank Limited,213800WDBCP28M4C9E37,DMBLGB2L,DMBL,480,Off Book trading,CREST,BH01,Settlement-Agent,Intesa Sanpaolo Securities Services,False,
Dowgate Capital Limited,213800HKM3CQN56ZW855,DOWCGB2L,DOWC,586,Off Book trading,CREST,BO01,Settlement-Agent,Global Prime Partners Ltd,False,
Dowgate Capital Limited,213800HKM3CQN56ZW855,DOWIGB2L,DOWI,586,Off Book trading,CREST,KBUAG,Settlement-Agent,Global Prime Partners Ltd,False,
Dowgate Capital Limited,213800HKM3CQN56ZW855,ELLIGB2L,ELIS,586,Off Book trading,CREST,BO01,Settlement-Agent,Global Prime Partners Ltd,False,
Dowgate Wealth Limited,213800A6B77OYFMPJ124,DOWEGB22,DOWE,605,Off Book trading,CREST,BO01,Settlement-Agent,Global Prime Partners Ltd,False,
Dowgate Wealth Limited,213800A6B77OYFMPJ124,DOWZGB22,DOWZ,605,Off Book trading,CREST,KBUAG,Settlement-Agent,Global Prime Partners Ltd,False,
DRW Europe B.V.,5493005Q760M4WJ8ZP07,DREUNL21,DREU,465,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,14448,Model-B,ABN AMRO CLEARING BANK N.V.,Yes,
DRW Europe B.V.,5493005Q760M4WJ8ZP07,DREUNL21,DREU,465,International Order Book,Euroclear Bank,14448,Model-B,ABN AMRO CLEARING BANK N.V.,Yes,
DRW Europe B.V.,5493005Q760M4WJ8ZP07,DREUNL21,DREU,465,SETS Order Book,CREST,573,Model-B,ABN AMRO CLEARING BANK N.V.,Yes,
DRW Europe B.V.,5493005Q760M4WJ8ZP07,DREUNL21,DREU,465,Off Book trading,Euroclear Bank,14448,Model-B,ABN AMRO CLEARING BANK N.V.,Yes,
DRW Europe B.V.,5493005Q760M4WJ8ZP07,DREUNL21,DREU,465,Off Book trading,CREST,573,Model-B,ABN AMRO CLEARING BANK N.V.,Yes,
DRW Europe B.V.,5493005Q760M4WJ8ZP07,DRWEUN21,DRWE,465,SETS Order Book,CREST,5SQAN,Settlement-Agent,BofA Securities Europe SA,False,
DRW Europe B.V.,5493005Q760M4WJ8ZP07,DRWEUN21,DRWE,465,Off Book trading,CREST,5SQAN,Settlement-Agent,BofA Securities Europe SA,False,
DRW Europe B.V.,5493005Q760M4WJ8ZP07,DRWIEN21,DRWI,465,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,20633,Settlement-Agent,Instinet Europe Limited,Yes,
DRW Europe B.V.,5493005Q760M4WJ8ZP07,DRWIEN21,DRWI,465,SETS Order Book,CREST,382,Settlement-Agent,Instinet Europe Limited,Yes,
DRW Europe B.V.,5493005Q760M4WJ8ZP07,DRWIEN21,DRWI,465,Off Book trading,Euroclear Bank,20633,Settlement-Agent,Instinet Europe Limited,Yes,
DRW Europe B.V.,5493005Q760M4WJ8ZP07,DRWIEN21,DRWI,465,Off Book trading,CREST,382,Settlement-Agent,Instinet Europe Limited,Yes,
DRW Global Markets Ltd,549300JVXT0U42UPXE36,GALNGB21,GALN,866,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,14448,Model-B,ABN AMRO CLEARING BANK N.V.,Yes,Market Maker - UK & International Securities
DRW Global Markets Ltd,549300JVXT0U42UPXE36,GALNGB21,GALN,866,International Order Book,Euroclear Bank,14448,Model-B,ABN AMRO CLEARING BANK N.V.,Yes,Market Maker - UK & International Securities
DRW Global Markets Ltd,549300JVXT0U42UPXE36,GALNGB21,GALN,866,SETS Order Book,CREST,573,Model-B,ABN AMRO CLEARING BANK N.V.,Yes,Market Maker - UK & International Securities
DRW Global Markets Ltd,549300JVXT0U42UPXE36,GALNGB21,GALN,866,Off Book trading,Euroclear Bank,14448,Model-B,ABN AMRO CLEARING BANK N.V.,Yes,Market Maker - UK & International Securities
DRW Global Markets Ltd,549300JVXT0U42UPXE36,GALNGB21,GALN,866,Off Book trading,CREST,573,Model-B,ABN AMRO CLEARING BANK N.V.,Yes,Market Maker - UK & International Securities
Eclipse Futures (HK) Limited,213800KURY33VIX1BF32,ECFUHKH1,ECFU,898,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,14448,Model-B,ABN AMRO CLEARING BANK N.V.,False,Membership is limited to trading in central counterparty eligible securities on the order book only.  Any other business undertaken by the firm will be as a non-member.
Eclipse Futures (HK) Limited,213800KURY33VIX1BF32,ECFUHKH1,ECFU,898,International Order Book,Euroclear Bank,14448,Model-B,ABN AMRO CLEARING BANK N.V.,False,Membership is limited to trading in central counterparty eligible securities on the order book only.  Any other business undertaken by the firm will be as a non-member.
Eclipse Futures (HK) Limited,213800KURY33VIX1BF32,ECFUHKH1,ECFU,898,SETS Order Book,CREST,573,Model-B,ABN AMRO CLEARING BANK N.V.,False,Membership is limited to trading in central counterparty eligible securities on the order book only.  Any other business undertaken by the firm will be as a non-member.
EFG Private Bank Limited,213800ZAC8VAGV4L2K61,EFGBGB2L,EFGB,52,Off Book trading,DTCC,2012,Self-Settlement,EFG Private Bank Limited,False,
EFG Private Bank Limited,213800ZAC8VAGV4L2K61,EFGBGB2L,EFGB,52,Off Book trading,CREST,338,Self-Settlement,EFG Private Bank Limited,False,
EFG Private Bank Limited,213800ZAC8VAGV4L2K61,EFGBGB2L,EFGB,52,Off Book trading,Euroclear Bank,92003,Self-Settlement,EFG Private Bank Limited,False,
Embark Investment Services Limited,213800MW4LLNH95RPV75,EMISGB21,EMIS,596,Off Book trading,Euroclear Bank,22334,Settlement-Agent,FNZ (UK) Ltd,False,
Embark Investment Services Limited,213800MW4LLNH95RPV75,EMISGB21,EMIS,596,Off Book trading,CREST,2AUAJ,Settlement-Agent,FNZ (UK) Ltd,False,
Equiniti Financial Services Limited,213800BKA7N1LAEMZP97,EQFIGB21,EQFS,748,Off Book trading,CREST,1AQAQ,Self-Settlement,Equiniti Financial Services Limited,False,
Evelyn Partners Investment Services Limited,LAFEQBG3V1MID89I5N78,SMIWGB2L,SWIS,467,Off Book trading,CREST,EL010,Self-Settlement,Evelyn Partners Investment Services Limited,False,
Evelyn Partners Securities,213800CXWV2463YXD139,TILNGB21,TILN,97,SETS Order Book,CREST,601,Model-B,Pershing Securities Limited,False,
Evelyn Partners Securities,213800CXWV2463YXD139,TILNGB21,TILN,97,Off Book trading,CREST,601,Model-B,Pershing Securities Limited,False,
Evelyn Partners Securities,213800CXWV2463YXD139,TILNGB21,TILN,97,Off Book trading,CREST,GKQAQ,Model-B,Pershing Securities Limited,False,
Evelyn Partners Securities,213800CXWV2463YXD139,TILNGB21SEI,TILS,97,Off Book trading,CREST,BH01,Settlement-Agent,SEI Investments (Europe) Ltd,False,
Farley & Thompson LLP,213800ZXV9DIT92WY768,FATHGB21,FATH,240,Off Book trading,CREST,240,Self-Settlement,Farley & Thompson LLP,False,
FinecoBank S.p.A.,549300L7YCATGO57ZE10,FISHITM1,FISS,404,SETS Order Book,CREST,404,Settlement-Agent,Citibank N.A.,False,
FinecoBank S.p.A.,549300L7YCATGO57ZE10,FISHITM1,FISS,404,Off Book trading,CREST,404,Settlement-Agent,Citibank N.A.,False,
Finovesta GmbH,529900GVB4E3JTDFHA88,FIVGDED1,FIVG,392,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,14448,Model-B,ABN AMRO CLEARING BANK N.V.,False,
Finovesta GmbH,529900GVB4E3JTDFHA88,FIVGDED1,FIVG,392,SETS Order Book,CREST,573,Model-B,ABN AMRO CLEARING BANK N.V.,False,
Finovesta GmbH,529900GVB4E3JTDFHA88,FIVGDED1,FIVG,392,Off Book trading,Euroclear Bank,14448,Model-B,ABN AMRO CLEARING BANK N.V.,False,
Finovesta GmbH,529900GVB4E3JTDFHA88,FIVGDED1,FIVG,392,Off Book trading,CREST,573,Model-B,ABN AMRO CLEARING BANK N.V.,False,
First Equity Limited,213800JR7T2ZUXPX8G49,FQSLGBKA,FELS,255,Off Book trading,CREST,842,Model-B,Jarvis Investment Management Limited,False,
First Equity Limited,213800JR7T2ZUXPX8G49,FQSLGBKA,FELS,255,Off Book trading,CREST,BO01,Settlement-Agent,Global Prime Partners Ltd,False,
First Equity Limited,213800JR7T2ZUXPX8G49,FQSLGBKA,FELS,255,Off Book trading,CREST,KBUAG,Settlement-Agent,Global Prime Partners Ltd,False,
Fiske plc,213800Z5PKJOV7GWXE43,FISKGB21,FISK,256,Off Book trading,CREST,256,Self-Settlement,Fiske plc,False,
Fiske plc,213800Z5PKJOV7GWXE43,FISKGB21,FISK,256,Off Book trading,Euroclear Bank,90450,Self-Settlement,Fiske plc,False,
Flow Traders B.V.,549300CLJI9XDH12XV51,FLTRNL21,FLOW,9,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,14448,Model-B,ABN AMRO CLEARING BANK N.V.,Yes,Market Maker - UK Securities
Flow Traders B.V.,549300CLJI9XDH12XV51,FLTRNL21,FLOW,9,International Order Book,Euroclear Bank,14448,Model-B,ABN AMRO CLEARING BANK N.V.,Yes,Market Maker - UK Securities
Flow Traders B.V.,549300CLJI9XDH12XV51,FLTRNL21,FLOW,9,SETS Order Book,CREST,573,Model-B,ABN AMRO CLEARING BANK N.V.,Yes,Market Maker - UK Securities
Flow Traders B.V.,549300CLJI9XDH12XV51,FLTRNL21,FLOW,9,Off Book trading,Euroclear Bank,14448,Model-B,ABN AMRO CLEARING BANK N.V.,Yes,Market Maker - UK Securities
Flow Traders B.V.,549300CLJI9XDH12XV51,FLTRNL21,FLOW,9,Off Book trading,CREST,573,Model-B,ABN AMRO CLEARING BANK N.V.,Yes,Market Maker - UK Securities
Flow Traders B.V.,549300CLJI9XDH12XV51,FLTRNL31,FLTR,9,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,14448,Model-B,ABN AMRO CLEARING BANK N.V.,Yes,
Flow Traders B.V.,549300CLJI9XDH12XV51,FLTRNL31,FLTR,9,International Order Book,Euroclear Bank,14448,Model-B,ABN AMRO CLEARING BANK N.V.,Yes,
Flow Traders B.V.,549300CLJI9XDH12XV51,FLTRNL31,FLTR,9,SETS Order Book,CREST,573,Model-B,ABN AMRO CLEARING BANK N.V.,Yes,
Flow Traders B.V.,549300CLJI9XDH12XV51,FLTRNL31,FLTR,9,Off Book trading,CREST,573,Model-B,ABN AMRO CLEARING BANK N.V.,Yes,
Flow Traders B.V.,549300CLJI9XDH12XV51,FLWETF01,FLWE,9,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,20633,Settlement-Agent,Instinet Europe Limited,Yes,Market Maker - UK Securities
Flow Traders B.V.,549300CLJI9XDH12XV51,FLWETF01,FLWE,9,International Order Book,Euroclear Bank,20633,Settlement-Agent,Instinet Europe Limited,Yes,Market Maker - UK Securities
Flow Traders B.V.,549300CLJI9XDH12XV51,FLWETF01,FLWE,9,SETS Order Book,CREST,382,Settlement-Agent,Instinet Europe Limited,Yes,Market Maker - UK Securities
Flow Traders B.V.,549300CLJI9XDH12XV51,FLWETF01,FLWE,9,Off Book trading,Euroclear Bank,20633,Settlement-Agent,Instinet Europe Limited,Yes,Market Maker - UK Securities
Flow Traders B.V.,549300CLJI9XDH12XV51,FLWETF01,FLWE,9,Off Book trading,CREST,382,Settlement-Agent,Instinet Europe Limited,Yes,Market Maker - UK Securities
FNZ Securities Limited,213800T147F6FQL9PR52,FNZWGB2S027,FNZX,631,Off Book trading,Euroclear Bank,78009,Settlement-Agent,Bank of New York Mellon,False,
FNZ Securities Limited,213800T147F6FQL9PR52,FNZWGB2S027,FNZX,631,Off Book trading,CREST,BO01,Settlement-Agent,Bank of New York Mellon,False,
FNZ Securities Limited,213800T147F6FQL9PR52,FNZWGB2S033,FNZW,631,Off Book trading,Euroclear Bank,16104,Settlement-Agent,Abrdn Capital International Limited,False,
FNZ Securities Limited,213800T147F6FQL9PR52,FNZWGB2S033,FNZW,631,Off Book trading,Euroclear Bank,16106,Settlement-Agent,Abrdn Capital International Limited,False,
FNZ Securities Limited,213800T147F6FQL9PR52,FNZWGB2S033,FNZW,631,Off Book trading,CREST,5IKAV,Settlement-Agent,Abrdn Capital International Limited,False,
FNZ Securities Limited,213800T147F6FQL9PR52,FNZWGB2S039,FNZY,631,Off Book trading,CREST,9AUAL,Self-Settlement,FNZ Securities Limited,False,
FNZ Securities Limited,213800T147F6FQL9PR52,FNZWGB2S039,FNZY,631,Off Book trading,CREST,HOUAG,Self-Settlement,FNZ Securities Limited,False,
Forte Securities Limited,213800TE1VETDDTPKN12,FOSUGB21,FOSU,799,Off Book trading,CREST,KBUAG,Settlement-Agent,Global Prime Partners Ltd,False,
Freetrade Limited,254900V9T2MY7Y2UD074,FREEGB00,FREE,291,Off Book trading,CREST,MTQAN,Self-Settlement,Freetrade Limited,False,
Freetrade Limited,254900V9T2MY7Y2UD074,FRETGB21,FRET,291,Off Book trading,CREST,2DUAG,Self-Settlement,Freetrade Limited,False,
GFI Securities Limited,GUNTJCA81C7IHNBGI392,GFIGGB2L,GFIS,732,Off Book trading,CREST,4TUAA,Settlement-Agent,BNP Paribas SA,False,
GFI Securities Limited,GUNTJCA81C7IHNBGI392,GFIGGB2L,GFIS,732,Off Book trading,DTCC,8321,Settlement-Agent,Bank of New York Mellon,False,
GFI Securities Limited,GUNTJCA81C7IHNBGI392,GFIGGB2L,GFIS,732,Off Book trading,CREST,HPUAG,Model-B,BGC Brokers L.P.,False,
GFI Securities Limited,GUNTJCA81C7IHNBGI392,GFIGGB2LCSC,GFIC,732,Off Book trading,CREST,4TUAA,Settlement-Agent,BNP Paribas SA,False,
GFI Securities Limited,GUNTJCA81C7IHNBGI392,GFIGGB2LCSC,GFIC,732,Off Book trading,CREST,7RUAG,Model-B,BGC Brokers L.P.,False,
GFI Securities Limited,GUNTJCA81C7IHNBGI392,GFIGGB2LCSC,GFIC,732,Off Book trading,DTCC,8321,Settlement-Agent,Bank of New York Mellon,False,
GFI Securities Limited,GUNTJCA81C7IHNBGI392,GFIGGB2LCSC,GFIC,732,Off Book trading,CREST,HPUAG,Model-B,BGC Brokers L.P.,False,
GFI Securities Limited,GUNTJCA81C7IHNBGI392,GFIGGB2LPCE,GFIP,732,Off Book trading,DTCC,8321,Settlement-Agent,Bank of New York Mellon,False,
GFI Securities Limited,GUNTJCA81C7IHNBGI392,GFIGGB2LPCE,GFIP,732,Off Book trading,CREST,HPUAG,Model-B,BGC Brokers L.P.,False,
GHC Capital Markets Limited,213800HDA4AIN7OC3F87,GHCCGB21,GHCL,872,Off Book trading,CREST,872,Self-Settlement,GHC Capital Markets Limited,False,
Global Investment Strategy UK Limited,2138002ZKYBVIEH1MI41,GLIRGB21,GESL,155,Off Book trading,CREST,0PMAY,Settlement-Agent,SIX SIS AG,False,
Global Investment Strategy UK Limited,2138002ZKYBVIEH1MI41,GLIRGB21,GESL,155,Off Book trading,Euroclear Bank,78088,Settlement-Agent,ABN AMRO CLEARING BANK N.V.,False,
Global Investment Strategy UK Limited,2138002ZKYBVIEH1MI41,GLIRGB21,GESL,155,Off Book trading,CREST,BH01,Settlement-Agent,ABN AMRO CLEARING BANK N.V.,False,
Global Investment Strategy UK Limited,2138002ZKYBVIEH1MI41,GLIRGB22,GLIR,155,Off Book trading,CREST,HLUAG,Self-Settlement,Global Investment Strategy UK Limited,False,
Global Investment Strategy UK Limited,2138002ZKYBVIEH1MI41,GLIRGB23,GISC,155,Off Book trading,CREST,HLUAG,Self-Settlement,Global Investment Strategy UK Limited,False,
Goldenberg Hehmeyer LLP,213800PT7RA4T829Q205,GOHLGB21,GBHM,926,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,14448,Model-B,ABN AMRO CLEARING BANK N.V.,Yes,Market Maker - UK Securities
Goldenberg Hehmeyer LLP,213800PT7RA4T829Q205,GOHLGB21,GBHM,926,International Order Book,Euroclear Bank,14448,Model-B,ABN AMRO CLEARING BANK N.V.,Yes,Market Maker - UK Securities
Goldenberg Hehmeyer LLP,213800PT7RA4T829Q205,GOHLGB21,GBHM,926,SETS Order Book,CREST,573,Model-B,ABN AMRO CLEARING BANK N.V.,Yes,Market Maker - UK Securities
Goldenberg Hehmeyer LLP,213800PT7RA4T829Q205,GOHLGB21,GBHM,926,Off Book trading,Euroclear Bank,14448,Model-B,ABN AMRO CLEARING BANK N.V.,Yes,Market Maker - UK Securities
Goldenberg Hehmeyer LLP,213800PT7RA4T829Q205,GOHLGB21,GBHM,926,Off Book trading,CREST,573,Model-B,ABN AMRO CLEARING BANK N.V.,Yes,Market Maker - UK Securities
Goldenberg Hehmeyer LLP,213800PT7RA4T829Q205,GOHLGB22,GOHM,926,SETS Order Book,CREST,573,Model-B,ABN AMRO CLEARING BANK N.V.,Yes,
Goldenberg Hehmeyer LLP,213800PT7RA4T829Q205,GOHLGB22,GOHM,926,Off Book trading,Euroclear Bank,14448,Model-B,ABN AMRO CLEARING BANK N.V.,Yes,
Goldenberg Hehmeyer LLP,213800PT7RA4T829Q205,GOHLGB22,GOHM,926,Off Book trading,CREST,573,Model-B,ABN AMRO CLEARING BANK N.V.,Yes,
Goldman Sachs International,W22LROWP2IHZNBB6K528,GOLDGBKA,GSII,306,Off Book trading,CREST,7929,Self-Settlement,Goldman Sachs International,False,
Goldman Sachs International,W22LROWP2IHZNBB6K528,GSILGB2X,GSCO,303,Exchange Traded Funds – Euroclear Bank Settlement,Euroclear Bank,94589,Self-Settlement,Goldman Sachs International,Yes,Market Maker - UK Securities
Goldman Sachs International,W22LROWP2IHZNBB6K528,GSILGB2X,GSCO,303,International Order Book,Euroclear Bank,94589,Self-Settlement,Goldman Sachs International,Yes,Market Maker - UK Securities
